Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
3/1/21,Pierluigi Gollini,Serie A,Matchweek 15,Home,W 5–1,Atalanta,Sassuolo,Y,GK,90,4,1,3,75,0,1,0,0,0,0,10,22,45.5,26,2,50,41.5,9,100,64.9,6,0,0,1,17.8
6/1/21,Pierluigi Gollini,Serie A,Matchweek 16,Home,W 3–0,Atalanta,Parma,Y,GK,90,0,0,0,,1,0,0,0,0,0,3,4,75,14,1,28.6,32.4,2,0,35,1,0,0,1,17.3
9/1/21,Pierluigi Gollini,Serie A,Matchweek 17,Away,W 4–1,Atalanta,Benevento,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,1,5,20,20,3,25,27.7,1,0,28,3,0,0,0,13.5
17/1/21,Pierluigi Gollini,Serie A,Matchweek 18,Home,D 0–0,Atalanta,Genoa,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,8,9,88.9,23,4,34.8,34.2,3,33.3,43,5,0,0,0,11.3
23/1/21,Pierluigi Gollini,Serie A,Matchweek 19,Away,W 3–0,Atalanta,Milan,Y,GK,90,3,0,3,100,1,1.4,0,0,0,0,5,10,50,22,7,36.4,37.7,3,66.7,60,7,0,0,0,11
31/1/21,Pierluigi Gollini,Serie A,Matchweek 20,Home,L 1–3,Atalanta,Lazio,Y,GK,90,7,3,3,57.1,0,3,0,0,0,0,7,8,87.5,25,6,24,30,3,66.7,46.3,1,0,0,2,19.3
6/2/21,Pierluigi Gollini,Serie A,Matchweek 21,Home,D 3–3,Atalanta,Torino,Y,GK,90,5,3,2,40,0,2.4,1,0,1,0,6,12,50,21,3,28.6,34,8,75,58.5,9,0,0,1,10.6
21/2/21,Pierluigi Gollini,Serie A,Matchweek 23,Home,W 4–2,Atalanta,Napoli,Y,GK,90,2,2,1,0,0,1,0,0,0,0,7,17,41.2,23,3,52.2,41.7,6,83.3,56,5,0,0,3,16.7
21/3/21,Pierluigi Gollini,Serie A,Matchweek 28,Away,W 2–0,Atalanta,Hellas Verona,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,9,19,47.4,25,3,56,45,5,100,64.8,2,0,0,1,14.3
3/4/21,Pierluigi Gollini,Serie A,Matchweek 29,Home,W 3–2,Atalanta,Udinese,Y,GK,90,3,2,1,33.3,0,1.5,0,0,0,0,2,11,18.2,17,3,52.9,44.4,5,40,40.4,6,0,0,0,10.5
11/4/21,Pierluigi Gollini,Serie A,Matchweek 30,Away,W 3–2,Atalanta,Fiorentina,Y,GK,90,2,2,0,0,0,1.2,0,0,0,0,3,13,23.1,32,1,21.9,31.4,7,85.7,60.6,9,0,0,1,17.3
18/4/21,Pierluigi Gollini,Serie A,Matchweek 31,Home,W 1–0,Atalanta,Juventus,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,4,11,36.4,25,4,28,33.1,5,80,61.4,9,2,22.2,2,20.6
22/4/21,Pierluigi Gollini,Serie A,Matchweek 32,Away,D 1–1,Atalanta,Roma,Y,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,7,15,46.7,24,6,20.8,30.6,11,90.9,65.4,6,0,0,1,18.6
25/4/21,Pierluigi Gollini,Serie A,Matchweek 33,Home,W 5–0,Atalanta,Bologna,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,1,6,16.7,14,1,28.6,35.9,6,33.3,43.5,1,0,0,1,21.3
2/5/21,Pierluigi Gollini,Serie A,Matchweek 34,Away,D 1–1,Atalanta,Sassuolo,Y,"AM,GK",21,0,0,0,,0,0,0,0,0,0,2,4,50,10,1,40,39.5,0,,,0,0,,1,20
12/5/21,Pierluigi Gollini,Serie A,Matchweek 36,Home,W 2–0,Atalanta,Benevento,Y,GK,90,0,0,0,,1,0,0,0,0,0,2,5,40,21,4,14.3,31,3,66.7,43,4,1,25,0,11
15/5/21,Pierluigi Gollini,Serie A,Matchweek 37,Away,W 4–3,Atalanta,Genoa,Y,GK,90,5,3,3,60,0,2.6,1,1,0,0,3,9,33.3,24,5,25,30.9,3,100,71,7,1,14.3,0,11.5
20/9/20,Alessio Cragno,Serie A,Matchweek 1,Away,D 1–1,Cagliari,Sassuolo,Y,GK,90,9,1,8,88.9,0,2.3,0,0,0,0,8,15,53.3,17,7,35.3,32.2,16,56.3,41.6,11,1,9.1,0,6
26/9/20,Alessio Cragno,Serie A,Matchweek 2,Home,L 0–2,Cagliari,Lazio,Y,GK,90,7,2,5,71.4,0,2.8,0,0,0,0,3,4,75,21,7,14.3,20.6,5,20,18.2,7,1,14.3,1,16.4
4/10/20,Alessio Cragno,Serie A,Matchweek 3,Away,L 2–5,Cagliari,Atalanta,Y,GK,90,12,5,7,58.3,0,4.9,0,0,0,0,7,21,33.3,34,4,52.9,36.3,7,42.9,31.3,4,0,0,0,9.4
18/10/20,Alessio Cragno,Serie A,Matchweek 4,Away,W 3–2,Cagliari,Torino,Y,GK,90,5,2,4,80,0,1.2,1,1,0,0,8,17,47.1,22,5,54.5,38,6,83.3,51.2,8,2,25,0,12.8
25/10/20,Alessio Cragno,Serie A,Matchweek 5,Home,W 4–2,Cagliari,Crotone,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,4,7,57.1,16,2,37.5,32.2,7,14.3,12.9,9,2,22.2,1,32
31/10/20,Alessio Cragno,Serie A,Matchweek 6,Away,L 2–3,Cagliari,Bologna,Y,GK,90,9,3,6,66.7,0,1.7,0,0,0,0,5,9,55.6,13,5,15.4,27,10,70,40.2,3,0,0,0,17
7/11/20,Alessio Cragno,Serie A,Matchweek 7,Home,W 2–0,Cagliari,Sampdoria,Y,GK,90,1,0,1,100,1,0,0,0,0,0,2,7,28.6,24,3,29.2,32.9,2,0,10.5,9,0,0,0,10.2
21/11/20,Alessio Cragno,Serie A,Matchweek 8,Away,L 0–2,Cagliari,Juventus,Y,GK,90,6,2,4,66.7,0,1.5,0,0,0,0,0,2,0,23,2,8.7,25.3,9,0,26.6,9,2,22.2,1,11.5
29/11/20,Alessio Cragno,Serie A,Matchweek 9,Home,D 2–2,Cagliari,Spezia,Y,GK,90,4,2,3,75,0,2,1,1,0,0,13,25,52,28,2,57.1,41.2,14,64.3,43.4,11,0,0,1,12.2
6/12/20,Alessio Cragno,Serie A,Matchweek 10,Away,D 1–1,Cagliari,Hellas Verona,Y,GK,90,3,1,1,66.7,0,1.1,0,0,0,0,14,23,60.9,22,4,63.6,44.4,9,100,54.9,9,0,0,0,11
13/12/20,Alessio Cragno,Serie A,Matchweek 11,Home,L 1–3,Cagliari,Inter,Y,GK,90,10,3,7,70,0,3,0,0,0,0,5,10,50,19,4,42.1,34.7,8,25,35.5,15,0,0,0,12.5
16/12/20,Alessio Cragno,Serie A,Matchweek 12,Away,D 0–0,Cagliari,Parma,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,3,7,42.9,16,3,43.8,38.1,7,0,16.3,16,1,6.3,0,8.7
20/12/20,Alessio Cragno,Serie A,Matchweek 13,Home,D 1–1,Cagliari,Udinese,Y,GK,90,4,1,3,75,0,1.2,0,0,0,0,6,12,50,26,6,30.8,31.1,12,33.3,31.4,15,2,13.3,1,15.3
23/12/20,Alessio Cragno,Serie A,Matchweek 14,Away,L 2–3,Cagliari,Roma,Y,GK,90,8,3,5,62.5,0,3.4,0,0,0,0,7,10,70,10,1,50,34,7,71.4,48.6,6,0,0,0,11
3/1/21,Alessio Cragno,Serie A,Matchweek 15,Home,L 1–4,Cagliari,Napoli,Y,GK,90,10,4,7,70,0,4.3,1,1,0,0,1,4,25,18,10,22.2,25.8,12,0,15.8,10,0,0,0,9.1
6/1/21,Alessio Cragno,Serie A,Matchweek 16,Home,L 1–2,Cagliari,Benevento,Y,GK,90,4,2,2,50,0,2.2,0,0,0,0,1,3,33.3,15,5,20,24.4,7,0,14.6,7,1,14.3,2,17.5
10/1/21,Alessio Cragno,Serie A,Matchweek 17,Away,L 0–1,Cagliari,Fiorentina,Y,GK,90,4,1,3,75,0,1.8,0,0,0,0,11,20,55,20,2,65,40.9,11,63.6,43.7,16,2,12.5,2,17.3
18/1/21,Alessio Cragno,Serie A,Matchweek 18,Home,L 0–2,Cagliari,Milan,Y,GK,90,5,2,4,80,0,3.2,1,1,0,0,5,8,62.5,25,5,32,32.2,2,0,9.5,5,0,0,1,13.6
24/1/21,Alessio Cragno,Serie A,Matchweek 19,Away,L 0–1,Cagliari,Genoa,Y,GK,90,5,1,4,80,0,1.3,0,0,0,0,1,6,16.7,17,6,17.6,26.8,6,50,38.7,6,0,0,0,13.3
31/1/21,Alessio Cragno,Serie A,Matchweek 20,Home,D 1–1,Cagliari,Sassuolo,Y,GK,90,4,1,2,75,0,1.8,0,0,0,0,8,17,47.1,12,3,75,44,8,100,63.6,10,0,0,1,10
7/2/21,Alessio Cragno,Serie A,Matchweek 21,Away,L 0–1,Cagliari,Lazio,Y,GK,90,5,1,4,80,0,1,0,0,0,0,7,24,29.2,21,5,66.7,50.4,10,100,64.9,16,2,12.5,1,20.7
14/2/21,Alessio Cragno,Serie A,Matchweek 22,Home,L 0–1,Cagliari,Atalanta,Y,GK,90,2,1,1,50,0,0.5,0,0,0,0,10,30,33.3,25,1,84,52.3,9,100,59,9,0,0,0,8.6
19/2/21,Alessio Cragno,Serie A,Matchweek 23,Home,L 0–1,Cagliari,Torino,Y,GK,90,5,1,4,80,0,2.3,0,0,0,0,3,15,20,16,2,50,39.4,7,100,61.9,8,3,37.5,0,12
28/2/21,Alessio Cragno,Serie A,Matchweek 24,Away,W 2–0,Cagliari,Crotone,Y,GK,90,2,0,1,100,1,0.4,0,0,0,0,6,22,27.3,27,5,44.4,36.5,10,100,55.5,12,1,8.3,0,11.6
3/3/21,Alessio Cragno,Serie A,Matchweek 25,Home,W 1–0,Cagliari,Bologna,Y,GK,90,5,0,5,100,1,0.5,0,0,0,0,6,26,23.1,14,0,92.9,59.7,13,100,66.8,7,2,28.6,0,9.8
7/3/21,Alessio Cragno,Serie A,Matchweek 26,Away,D 2–2,Cagliari,Sampdoria,Y,GK,90,5,2,3,60,0,0.5,0,0,0,0,7,16,43.8,19,2,57.9,46.5,5,100,62.2,13,1,7.7,2,17.3
14/3/21,Alessio Cragno,Serie A,Matchweek 27,Home,L 1–3,Cagliari,Juventus,Y,GK,90,5,3,3,60,0,2.7,1,1,0,0,3,7,42.9,21,5,23.8,28.5,6,33.3,31.5,6,3,50,0,7.8
20/3/21,Alessio Cragno,Serie A,Matchweek 28,Away,L 1–2,Cagliari,Spezia,Y,GK,90,5,2,3,60,0,1.5,0,0,0,0,10,26,38.5,41,6,56.1,40.7,5,60,48,12,2,16.7,0,13.4
3/4/21,Alessio Cragno,Serie A,Matchweek 29,Home,L 0–2,Cagliari,Hellas Verona,Y,GK,90,5,2,2,60,0,1.2,0,0,0,0,6,18,33.3,21,1,76.2,48.8,4,50,41.3,5,0,0,1,21.5
2/5/21,Alessio Cragno,Serie A,Matchweek 34,Away,D 1–1,Cagliari,Napoli,Y,GK,90,5,1,4,80,0,0.4,0,0,0,0,11,19,57.9,19,6,42.1,32.9,16,68.8,49.9,7,0,0,0,12
9/5/21,Alessio Cragno,Serie A,Matchweek 35,Away,W 3–1,Cagliari,Benevento,Y,GK,90,7,1,6,85.7,0,1.9,0,0,0,0,6,17,35.3,19,3,73.7,54.5,3,100,69,11,1,9.1,0,7.8
12/5/21,Alessio Cragno,Serie A,Matchweek 36,Home,D 0–0,Cagliari,Fiorentina,Y,GK,90,0,0,0,,1,0,0,0,0,0,1,4,25,5,1,0,22,6,66.7,49.3,10,1,10,0,11.5
16/5/21,Alessio Cragno,Serie A,Matchweek 37,Away,D 0–0,Cagliari,Milan,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,16,27,59.3,19,3,68.4,45,15,93.3,60.5,15,1,6.7,0,8.8
27/9/20,Federico Marchetti,Serie A,Matchweek 2,Away,L 0–6,Genoa,Napoli,Y,GK,90,10,6,4,40,0,3.6,0,0,0,0,4,12,33.3,20,5,40,38.3,7,57.1,40.3,9,0,0,1,19
7/12/20,Federico Marchetti,Serie A,Matchweek 10,Away,D 1–1,Genoa,Fiorentina,Y,GK,64,1,0,1,100,0,0.1,0,0,0,0,8,11,72.7,17,2,29.4,32.5,8,75,47.4,10,0,0,0,15.7
7/3/21,Federico Marchetti,Serie A,Matchweek 26,Away,L 0–1,Genoa,Roma,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,1,4,25,28,4,7.1,22.5,10,20,25.8,1,0,0,1,15.3
15/5/21,Federico Marchetti,Serie A,Matchweek 37,Home,L 3–4,Genoa,Atalanta,Y,GK,90,6,4,2,33.3,0,3.4,0,0,0,0,0,7,0,36,8,8.3,21.2,10,40,33,7,0,0,1,10
